Cycle;It;Time;TotalTime;Size;Operation;TrainLL;ValidLL;TestLL
0;48;3.2285239920000004;1372.0162716010002;1391.0;Split(726,89,1402,[C(139),C(-139)],MaxDepth(3));-31.730300391573802;-31.704186293188997;NaN
0;49;77.08492673800001;1449.1011983390001;1405.0;Clone(694,25,[{1830:694,920:694}],MaxDepth(3));-31.693117135563014;-31.659461247300104;NaN
0;50;37.776664222;1486.877862561;1421.0;Split(677,219,626,[C(130),C(-130)],MaxDepth(3));-31.661350898293048;-31.625256898351065;NaN
0;51;7.157580415000001;1494.035442976;1429.0;Clone(1777,361,[{1731:1085}],MaxDepth(3));-31.648155884977353;-31.610963593982927;NaN
0;52;2.8382497520000003;1496.873692728;1467.0;Split(1850,135,1836,[C(137),C(-137)],MaxDepth(3));-31.641708913922564;-31.604063744484964;NaN
0;53;104.771353211;1601.6450459389998;1469.0;Clone(225,116,[{1895:1891,781:228,1896:1892}],MaxDepth(3));-31.636434106114148;-31.597506875595897;NaN
0;54;7.937469516;1609.5825154549998;1471.0;Clone(213,128,[{773:216}],MaxDepth(3));-31.632600644562828;-31.588631761046248;NaN
0;55;11.644385855000001;1621.22690131;1479.0;Clone(627,209,[{1648:1646}],MaxDepth(3));-31.618108671852845;-31.574981201331486;NaN
0;56;4.5485910480000005;1625.7754923579998;1493.0;Clone(694,25,[{1829:694,1491:694,884:694}],MaxDepth(3));-31.593298313300224;-31.5547178491021;NaN
0;57;31.332276672000003;1657.1077690299999;1507.0;Clone(680,185,[{1676:680}],MaxDepth(3));-31.568553380666817;-31.53308796208833;NaN
0;58;13.651932649;1670.7597016789998;1509.0;Clone(538,78,[{650:538}],MaxDepth(3));-31.565383114799744;-31.526976578948243;NaN
0;59;4.6256156310000005;1675.38531731;1523.0;Clone(672,275,[{1668:672}],MaxDepth(3));-31.54321763757609;-31.505962567059328;NaN
0;60;14.023512105;1689.408829415;1546.0;Split(727,181,726,[C(109),C(-109)],MaxDepth(3));-31.496922515260856;-31.45730488957365;NaN
0;61;75.932877141;1765.341706556;1593.0;Split(1973,247,1672,[C(142),C(-142)],MaxDepth(3));-31.309441703369895;-31.283498902336557;NaN
0;62;44.316471828000005;1809.658178384;1595.0;Clone(941,242,[{955:941,2101:941}],MaxDepth(3));-31.285920677647137;-31.253170975350663;NaN
0;63;4.589890948;1814.248069332;1597.0;Clone(400,260,[{618:400,2094:400}],MaxDepth(3));-31.271363888412935;-31.247520079011007;NaN
0;64;5.451470332;1819.699539664;1651.0;Split(2084,271,2056,[C(178),C(-178)],MaxDepth(3));-31.21851928709987;-31.196477245159954;NaN
0;65;61.355759842000005;1881.055299506;1698.0;Clone(1751,357,[{2157:1753}],MaxDepth(3));-31.07904484617361;-31.072027933456326;NaN
0;66;14.071748742;1895.127048248;1700.0;Clone(949,230,[{959:949,2105:949}],MaxDepth(3));-31.071218470735584;-31.05940435689785;NaN
0;67;2.33931675;1897.466364998;1747.0;Clone(1620,357,[{2153:1622}],MaxDepth(3));-31.025190558113003;-31.012786886661484;NaN
0;68;16.044650786000002;1913.511015784;1781.0;Split(2084,271,2187,[C(138),C(-138)],MaxDepth(3));-31.019498584565493;-31.00755419026933;NaN
0;69;49.867798127;1963.378813911;1825.0;Split(2084,271,2300,[C(177),C(-177)],MaxDepth(3));-31.00987405510509;-30.998469086688846;NaN
0;70;62.545506700000004;2025.924320611;1827.0;Clone(1877,220,[{2309:1877,2310:1877}],MaxDepth(3));-31.00555743994203;-30.993471789699957;NaN
0;71;2.323884849;2028.24820546;1844.0;Clone(671,287,[{2338:1967}],MaxDepth(3));-30.973902380925548;-30.958842528418224;NaN
0;72;15.06989075;2043.31809621;1878.0;Split(2085,271,2057,[C(130),C(-130)],MaxDepth(3));-30.9196459368969;-30.90093545291616;NaN
0;73;91.476030671;2134.794126881;1922.0;Split(2085,271,2420,[C(119),C(-119)],MaxDepth(3));-30.543709589156627;-30.52716175590788;NaN
0;74;107.962543517;2242.756670398;1939.0;Clone(671,287,[{2395:1967,2455:1967}],MaxDepth(3));-30.290928489869852;-30.305458187614637;NaN
0;75;21.397472855;2264.1541432530003;1986.0;Clone(1751,357,[{2377:1753,2437:1753}],MaxDepth(3));-30.06668532729467;-30.089520718958916;NaN
0;76;23.188968458;2287.3431117110003;2024.0;Split(2085,271,2419,[C(138),C(-138)],MaxDepth(3));-30.046088466161027;-30.06875218099585;NaN
0;77;120.152535553;2407.4956472640006;2163.0;Split(727,181,2087,[C(108),C(-108)],MaxDepth(3));-29.7068084206173;-29.741602583594563;NaN
0;78;133.77083412000002;2541.2664813840006;2267.0;Split(727,181,2761,[C(127),C(-127)],MaxDepth(3));-29.640615301508994;-29.674248680880442;NaN
0;79;82.391542203;2623.6580235870006;2343.0;Split(727,181,2904,[C(116),C(-116)],MaxDepth(3));-29.574420926979915;-29.60689494754779;NaN
0;80;101.28792979;2724.9459533770005;2350.0;Clone(1407,5,[{2910:2908,800:664}],MaxDepth(3));-29.452283132117774;-29.481708144704964;NaN
0;81;35.931188080000005;2760.8771414570006;2472.0;Split(727,181,3014,[C(107),C(-107)],MaxDepth(3));-29.35764562913282;-29.38110608265152;NaN
0;82;130.965274679;2891.842416136001;2511.0;Split(3137,225,3069,[C(138),C(-138)],MaxDepth(3));-29.14554111441004;-29.158803864114123;NaN
0;83;85.49346564000001;2977.335881776001;2519.0;Clone(618,261,[{673:618,3170:618}],MaxDepth(3));-28.92057347009286;-28.917404511756256;NaN
0;84;29.641090123;3006.976971899001;2643.0;Split(727,181,3165,[C(128),C(-128)],MaxDepth(3));-28.78754139970536;-28.783043769947707;NaN
0;85;164.37588953300002;3171.352861432001;2676.0;Clone(1722,351,[{1976:1724,3268:1724}],MaxDepth(3));-28.605072029750055;-28.594242221555362;NaN
0;86;78.21137911000001;3249.5642405420012;2711.0;Split(3373,351,3372,[C(105),C(-105)],MaxDepth(3));-28.596241426740853;-28.58502015240175;NaN
0;87;28.181904643000003;3277.7461451850013;2734.0;Clone(1203,83,[{3224:3220}],MaxDepth(3));-28.459800244486416;-28.448522769064603;NaN
0;88;44.070524153;3321.8166693380012;2767.0;Split(3270,293,1667,[C(180),C(-180)],MaxDepth(3));-28.20762833919346;-28.17759174131838;NaN
0;89;86.480858149;3408.2975274870014;2769.0;Clone(374,294,[{612:374,3446:374}],MaxDepth(3));-28.18360861904871;-28.150202520505026;NaN
0;90;26.398292262000002;3434.695819749001;2771.0;Clone(1518,2,[{664:600,2908:2906,1343:1341}],MaxDepth(3));-28.169120420743127;-28.1345429521017;NaN
0;91;4.401306139;3439.0971258880013;2898.0;Split(727,181,3350,[C(103),C(-103)],MaxDepth(3));-28.162038058189715;-28.12670602883509;NaN
0;92;286.811563792;3725.9086896800013;2929.0;Split(3510,293,3465,[C(150),C(-150)],MaxDepth(3));-28.156886656558147;-28.120163569026456;NaN
0;93;37.851676669;3763.7603663490013;2952.0;Split(800,3,664,[C(116),C(-116)],MaxDepth(3));-28.107943475676034;-28.06974845416335;NaN
0;94;4.0687330280000005;3767.8290993770015;2999.0;Clone(1620,357,[{2538:1622}],MaxDepth(3));-28.045722337088748;-28.015958685405216;NaN
0;95;43.300315158000004;3811.1294145350016;3121.0;Split(727,181,3614,[C(113),C(-113)],MaxDepth(3));-28.0423751629991;-28.01298900968044;NaN
0;96;240.80534682200002;4051.9347613570017;3142.0;Clone(1239,31,[{3773:2911}],MaxDepth(3));-27.97580462581498;-27.935726650603435;NaN
0;97;60.53423456;4112.468995917002;3165.0;Split(3852,31,3851,[C(104),C(-104)],MaxDepth(3));-27.95920600332453;-27.91704849997431;NaN
0;98;36.797899263000005;4149.2668951800015;3167.0;Clone(1632,36,[{569:1634,3859:1634}],MaxDepth(3));-27.953098554425768;-27.910509457877865;NaN
0;99;21.029472359;4170.296367539001;3208.0;Split(3809,225,3737,[C(58),C(-58)],MaxDepth(3));-27.944179378118154;-27.900597086924353;NaN
0;100;80.46429720900001;4250.760664748001;3349.0;Split(727,181,3837,[C(137),C(-137)],MaxDepth(3));-27.924442214837068;-27.879845158761558;NaN
