Cycle;It;Time;TotalTime;Size;Operation;TrainLL;ValidLL;TestLL
0;46;2.3395139360000003;87.22863497;960.0;Split(219,53,836,[C(43),C(-43)],MaxDepth(3));-10.99772428494239;-10.99475668213004;NaN
0;47;9.757341263;96.985976233;998.0;Split(219,53,1100,[C(53),C(-53)],MaxDepth(3));-10.975044228036971;-10.970425485113019;NaN
0;48;12.214724156;109.200700389;1000.0;Clone(90,42,[{363:90,475:90}],MaxDepth(3));-10.973868858518804;-10.97262756423767;NaN
0;49;0.323349288;109.52404967700001;1007.0;Split(281,9,251,[C(39),C(-39)],MaxDepth(3));-10.972378728759653;-10.972840617231107;NaN
0;50;0.170681108;109.694730785;1036.0;Split(999,101,190,[C(40),C(-40)],MaxDepth(3));-10.96053055542052;-10.95788802939018;NaN
0;51;2.1726195390000003;111.867350324;1073.0;Split(219,53,1037,[C(39),C(-39)],MaxDepth(3));-10.908907498841572;-10.915267080269231;NaN
0;52;15.318109593;127.185459917;1080.0;Clone(409,69,[{1173:409,1311:409,908:409}],MaxDepth(3));-10.891123614634658;-10.901552131164479;NaN
0;53;4.306038812000001;131.491498729;1091.0;Clone(1145,77,[{908:1351,1312:409}],MaxDepth(3));-10.859312793662461;-10.871149669982197;NaN
0;54;3.578545237;135.07004396600001;1105.0;Clone(1290,105,[{1308:1292}],MaxDepth(3));-10.838022224534717;-10.853112496490521;NaN
0;55;2.4754266680000003;137.54547063400003;1147.0;Split(1344,81,1338,[C(41),C(-41)],MaxDepth(3));-10.781538012012119;-10.79172735605564;NaN
0;56;8.15548208;145.70095271400004;1155.0;Clone(1366,103,[{1377:1366}],MaxDepth(3));-10.740247182953885;-10.744350463796911;NaN
0;57;0.24146119700000002;145.94241391100005;1191.0;Split(219,53,1345,[C(35),C(-35)],MaxDepth(3));-10.735489309618483;-10.740691991375291;NaN
0;58;15.856306152;161.79872006300005;1236.0;Split(219,53,1346,[C(35),C(-35)],MaxDepth(3));-10.70536881240618;-10.711699609666269;NaN
0;59;13.867856443;175.66657650600004;1250.0;Clone(1377,105,[{1477:1379}],MaxDepth(3));-10.689723779216042;-10.696270539297394;NaN
0;60;2.9363180900000003;178.60289459600006;1285.0;Split(219,53,1527,[C(6),C(-6)],MaxDepth(3));-10.688381157696524;-10.694794081771194;NaN
0;61;14.449855386000001;193.05274998200005;1321.0;Split(219,53,1466,[C(43),C(-43)],MaxDepth(3));-10.685505466888696;-10.693416525280192;NaN
0;62;22.541253482000002;215.59400346400005;1366.0;Split(219,53,1528,[C(43),C(-43)],MaxDepth(3));-10.663566281524831;-10.678924473708054;NaN
0;63;19.670882973;235.26488643700006;1380.0;Clone(1377,105,[{1653:1379}],MaxDepth(3));-10.647962628978666;-10.667869912573732;NaN
0;64;3.594920896;238.85980733300005;1382.0;Clone(1261,10,[{281:1263}],MaxDepth(3));-10.646506801175216;-10.665761032949845;NaN
0;65;0.118132202;238.97793953500005;1390.0;Clone(376,41,[{917:376,1565:376,1614:376}],MaxDepth(3));-10.641597620789506;-10.657585177622867;NaN
0;66;4.754108463000001;243.73204799800004;1398.0;Clone(377,41,[{1561:377,912:377,1610:377}],MaxDepth(3));-10.636675667182267;-10.654627513996543;NaN
0;67;4.099725033;247.83177303100004;1412.0;Clone(293,21,[{1627:996,821:782}],MaxDepth(3));-10.629727263509396;-10.64957942503007;NaN
0;68;7.490421651;255.32219468200003;1423.0;Clone(1397,63,[{1551:1399}],MaxDepth(3));-10.623417675073048;-10.650499590268371;NaN
0;69;4.313883626;259.63607830800004;1440.0;Split(219,53,1641,[C(4),C(-4)],MaxDepth(3));-10.614111714167821;-10.639817499596225;NaN
0;70;23.793250578000002;283.42932888600006;1460.0;Clone(191,91,[{1743:192,906:192}],MaxDepth(3));-10.603690175518121;-10.640324184088566;NaN
0;71;8.051384537;291.48071342300005;1490.0;Split(219,53,1773,[C(5),C(-5)],MaxDepth(3));-10.591008425863524;-10.62475065078902;NaN
0;72;20.143700583;311.62441400600005;1504.0;Clone(1290,105,[{1796:1292}],MaxDepth(3));-10.569916333384631;-10.608205113979952;NaN
0;73;4.267685141;315.89209914700007;1530.0;Split(219,53,1825,[C(6),C(-6)],MaxDepth(3));-10.568867485346285;-10.60634398776793;NaN
0;74;23.012626236000003;338.9047253830001;1588.0;Split(1863,95,1845,[C(3),C(-3)],MaxDepth(3));-10.558731254465394;-10.602654125515;NaN
0;75;7.711398924;346.61612430700006;1595.0;Clone(1351,69,[{1847:1351,1744:1351,908:1351}],MaxDepth(3));-10.555055063538722;-10.599175377083887;NaN
0;76;6.4148346720000005;353.03095897900005;1600.0;Clone(269,93,[{626:271,1384:271,1385:271}],MaxDepth(3));-10.552699606185039;-10.596695929915404;NaN
0;77;2.308407149;355.33936612800005;1638.0;Split(219,53,1207,[C(53),C(-53)],MaxDepth(3));-10.538049571307713;-10.583223518606864;NaN
0;78;32.440390476000005;387.77975660400006;1655.0;Split(219,53,1981,[C(4),C(-4)],MaxDepth(3));-10.528789333792362;-10.564609635517629;NaN
0;79;34.167808178;421.9475647820001;1669.0;Clone(775,105,[{797:777,1982:777}],MaxDepth(3));-10.519118084982471;-10.544095638513912;NaN
0;80;5.544275668;427.4918404500001;1695.0;Split(219,53,2015,[C(36),C(-36)],MaxDepth(3));-10.517429730803169;-10.542150461668111;NaN
0;81;33.075632639000005;460.5674730890001;1733.0;Split(219,53,943,[C(53),C(-53)],MaxDepth(3));-10.503937427312229;-10.532400149211401;NaN
0;82;45.909409483000005;506.4768825720001;1763.0;Split(219,53,2062,[C(5),C(-5)],MaxDepth(3));-10.492299447391842;-10.526995398529367;NaN
0;83;43.317881129;549.7947637010001;1777.0;Clone(775,105,[{2123:777}],MaxDepth(3));-10.480910466123857;-10.5228387869118;NaN
0;84;7.217506127;557.0122698280001;1784.0;Clone(408,69,[{1800:408,908:408,2128:408}],MaxDepth(3));-10.477888486826233;-10.521065774024839;NaN
0;85;12.080989505000002;569.0932593330001;1833.0;Split(219,53,1703,[C(34),C(-34)],MaxDepth(3));-10.463992251791941;-10.505540073971384;NaN
0;86;37.000821415000004;606.0940807480001;1847.0;Clone(1712,105,[{2184:1379}],MaxDepth(3));-10.452689615296231;-10.491570477604906;NaN
0;87;7.970464376000001;614.0645451240001;1855.0;Clone(377,41,[{805:377,2199:377}],MaxDepth(3));-10.446964741305166;-10.48871044311285;NaN
0;88;9.006588191;623.0711333150001;1890.0;Split(219,53,2233,[C(6),C(-6)],MaxDepth(3));-10.446560393619565;-10.488103315524466;NaN
0;89;34.965331809000006;658.0364651240001;1897.0;Clone(409,69,[{801:409,2080:409}],MaxDepth(3));-10.44416103085662;-10.485602811585679;NaN
0;90;12.648084368000001;670.6845494920001;1899.0;Clone(162,54,[{641:162}],MaxDepth(3));-10.443389881237726;-10.488168561496655;NaN
0;91;6.160566576000001;676.845116068;1926.0;Split(568,81,653,[C(25),C(-25)],MaxDepth(3));-10.436109318809653;-10.481647246813166;NaN
0;92;12.821293712000001;689.6664097800001;1931.0;Clone(139,107,[{622:140,2318:140}],MaxDepth(3));-10.392906265210073;-10.434785302488375;NaN
0;93;0.276195648;689.9426054280001;1936.0;Clone(269,93,[{579:271,2321:839}],MaxDepth(3));-10.36961210383393;-10.414907303553473;NaN
0;94;4.242445644;694.1850510720001;1959.0;Split(568,81,2347,[C(29),C(-29)],MaxDepth(3));-10.366524787077557;-10.411896974954715;NaN
0;95;14.742826725;708.9278777970001;1976.0;Split(2364,91,839,[C(3),C(-3)],MaxDepth(3));-10.365292519893227;-10.412017134509222;NaN
0;96;0.32781837;709.2556961670001;2000.0;Split(568,81,2390,[C(24),C(-24)],MaxDepth(3));-10.362886634168175;-10.409329178945296;NaN
0;97;10.407633122;719.6633292890001;2002.0;Clone(389,78,[{399:389}],MaxDepth(3));-10.361632946495632;-10.405183658440109;NaN
0;98;0.8287489280000001;720.4920782170001;2024.0;Split(568,81,2438,[C(23),C(-23)],MaxDepth(3));-10.36111445494011;-10.405266618990696;NaN
0;99;9.271760352000001;729.7638385690001;2052.0;Split(568,81,2473,[C(30),C(-30)],MaxDepth(3));-10.360215044187784;-10.404814256264332;NaN
0;100;11.141699698;740.9055382670001;2097.0;Split(566,11,558,[C(6),C(-6)],MaxDepth(3));-10.349563680641383;-10.38367621116272;NaN
